,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,DEFAULT_PAYMENT_NEXT_MONTH,TOTAL_BILL_AMT,TOTAL_PAY_AMT
27209,27210,50000,1,2,1,40,0,0,2,2,2,2,1,285907,16997
27210,27211,160000,1,1,2,27,-1,-1,-1,-1,-1,-2,0,9017,7906
27211,27212,60000,1,3,2,31,2,2,2,2,0,0,1,203957,12000
27212,27213,150000,1,1,2,27,0,0,0,0,0,0,0,261857,8000
27213,27214,100000,1,1,2,27,2,0,0,2,2,2,1,228564,15740
27214,27215,60000,1,2,1,35,2,2,2,2,2,2,0,130983,6400
27215,27216,220000,1,1,1,37,-1,-1,-1,0,-1,-1,0,48475,43827
27216,27217,130000,1,1,2,49,2,2,2,2,2,2,1,428347,17600
27217,27218,10000,1,3,2,42,1,2,2,2,0,0,1,38544,4931
27218,27219,200000,1,3,2,31,0,0,0,-2,-1,0,0,14760,2452
27219,27220,150000,1,3,1,42,0,0,0,0,0,0,0,801459,30024
27220,27221,100000,1,1,2,32,0,0,0,0,0,0,0,156582,10700
27221,27222,300000,1,2,2,36,2,2,2,2,2,2,1,1752054,43965
27222,27223,160000,1,1,2,30,1,-1,-1,-1,0,-1,1,1950,1950
27223,27224,500000,1,1,2,31,0,0,-1,-1,-1,-1,0,58147,24197
27224,27225,80000,1,3,2,34,0,0,0,0,0,2,1,394720,18600
27225,27226,90000,1,2,1,31,0,0,2,0,0,0,0,448859,29481
27226,27227,320000,1,1,1,33,-2,-2,-2,-2,-2,-2,0,41093,45336
27227,27228,390000,1,1,1,35,-1,-1,0,0,0,0,0,353212,98665
27228,27229,30000,1,2,1,40,1,4,3,2,2,3,1,84393,2000
27229,27230,170000,1,2,1,34,1,-2,-1,-1,0,0,0,34409,29977
27230,27231,200000,1,1,2,36,2,2,2,0,0,0,1,550736,22000
27231,27232,380000,1,5,1,48,-1,-1,-1,-1,0,-1,0,98570,101740
27232,27233,260000,1,1,1,43,-1,-1,-2,-2,-1,-1,0,2110,1695
27233,27234,360000,1,1,1,32,-1,-1,-1,-1,-1,-1,0,31130,27875
27234,27235,240000,1,1,1,35,-1,-1,-1,0,-1,-1,0,78949,83980
27235,27236,100000,1,1,2,31,1,2,2,0,0,2,0,138721,7700
27236,27237,90000,1,2,1,39,0,0,0,0,0,0,1,428842,19191
27237,27238,290000,1,2,2,38,-1,-1,-1,-1,-1,-1,0,87218,16507
27238,27239,80000,1,3,2,42,0,0,2,0,0,0,0,116117,21548
27239,27240,240000,1,1,1,39,-1,-1,-1,-1,-1,-1,0,39791,47066
27240,27241,30000,1,1,2,29,0,0,0,0,0,-1,0,93923,10623
27241,27242,30000,1,2,1,42,2,0,0,0,0,0,0,175465,7691
27242,27243,50000,1,2,2,33,0,0,0,0,0,0,1,118581,8871
27243,27244,180000,1,3,1,37,-1,-1,-1,0,-1,-1,1,9712,7979
27244,27245,310000,1,2,1,32,0,0,0,0,0,2,0,118406,17000
27245,27246,80000,1,1,2,35,0,0,0,0,0,0,0,305852,15000
27246,27247,50000,1,2,1,42,1,2,0,0,-1,2,0,157611,11607
27247,27248,390000,1,3,2,35,0,0,0,0,0,0,0,419714,59000
27248,27249,440000,1,1,2,39,0,0,0,0,0,0,0,512180,16170
27249,27250,50000,1,2,2,30,1,-1,-1,-1,0,0,0,29570,12253
27250,27251,210000,1,1,1,33,0,0,0,0,0,0,0,855503,27672
27251,27252,230000,1,3,2,34,0,0,0,0,0,0,0,756083,34314
27252,27253,50000,1,2,1,43,0,0,0,0,0,0,0,174490,7537
27253,27254,100000,1,3,2,48,-1,-1,2,2,-1,-1,1,2340,1560
27254,27255,80000,1,1,1,46,2,2,2,2,2,2,0,253900,10800
27255,27256,250000,1,3,1,28,0,0,0,0,0,0,0,812570,26324
27256,27257,150000,1,3,1,45,-2,-2,-2,-2,-2,-2,0,12961,13788
27257,27258,140000,1,3,1,42,0,0,0,0,0,0,0,627270,38140
27258,27259,530000,1,1,1,35,0,0,0,0,0,0,0,1884287,72525
27259,27260,20000,1,1,2,30,2,2,2,2,0,0,1,113224,5641
27260,27261,130000,1,1,1,29,0,0,0,0,0,0,0,362135,18000
27261,27262,20000,1,3,2,34,1,4,3,2,2,2,0,88705,3363
27262,27263,50000,1,2,1,38,3,2,3,2,2,2,1,214825,8000
27263,27264,470000,1,3,2,37,2,2,0,0,0,0,1,2772282,80800
27264,27265,310000,1,2,2,41,0,0,0,0,0,0,0,1403335,226528
27265,27266,180000,1,2,1,49,-2,-2,-2,-2,-2,-2,0,45,2425
27266,27267,310000,1,1,1,45,-2,-2,-2,-2,-2,-2,0,16579,7701
27267,27268,160000,1,1,1,42,2,2,0,0,2,2,1,92586,5392
27268,27269,500000,1,2,2,32,0,0,0,2,0,0,0,833962,51500
27269,27270,380000,1,2,1,37,0,0,0,0,0,0,0,1468459,53050
27271,27272,500000,1,1,2,39,-1,-1,-1,-1,-1,0,0,204204,310108
27272,27273,210000,1,1,2,33,-1,-1,-1,-1,-1,-1,0,63868,60608
27273,27274,250000,1,1,1,46,-2,-2,-2,-2,-2,-2,1,500,500
27274,27275,60000,1,1,2,28,0,0,0,2,0,0,0,315190,12515
27275,27276,200000,1,2,1,44,-1,-1,-1,-1,-1,-1,0,53441,55018
27276,27277,200000,1,1,1,30,2,2,2,2,2,2,1,269366,9040
27277,27278,20000,1,2,2,44,1,2,2,2,0,0,0,111857,4399
27278,27279,360000,1,1,1,41,-2,-2,-2,-2,-2,-2,1,6868,7037
27279,27280,100000,1,2,1,39,0,0,-2,-2,-2,-2,0,91300,0
27280,27281,180000,1,2,1,37,0,0,0,0,0,0,0,561573,25110
27281,27282,380000,1,1,1,46,1,-2,-2,-2,-2,-2,0,0,0
27282,27283,50000,1,3,1,28,0,0,0,0,0,0,0,301122,12006
27283,27284,200000,1,1,2,32,0,0,0,0,0,0,0,896785,35437
27284,27285,200000,1,1,1,41,-1,-1,-1,-1,-1,-1,1,3480,3599
27285,27286,280000,1,1,2,32,0,0,0,0,0,0,0,1163065,49770
27286,27287,200000,1,1,1,34,1,-2,-2,-1,0,0,0,120156,44941
27287,27288,150000,1,1,2,30,0,0,0,0,0,0,0,791354,324249
27288,27289,360000,1,2,1,31,0,0,0,0,0,0,1,1551285,51417
27289,27290,230000,1,1,1,35,-2,-2,-2,-2,-2,-2,0,14686,17478
27291,27292,420000,1,1,1,40,-1,-1,-1,2,2,-2,0,16237,6424
27292,27293,450000,1,1,1,37,-2,-2,-2,-2,-2,-2,0,120712,140573
27293,27294,10000,1,3,2,34,0,0,0,0,0,0,0,55247,5606
27294,27295,100000,1,2,1,30,0,0,0,0,0,-2,0,106154,3841
27295,27296,180000,1,1,1,45,1,-2,-2,-2,-2,-2,1,0,0
27296,27297,10000,1,3,2,43,0,0,0,0,0,0,0,52854,5345
27297,27298,20000,1,3,2,43,0,0,0,0,0,0,1,109137,6048
27298,27299,50000,1,1,2,32,0,0,2,3,2,2,1,112440,7900
27299,27300,250000,1,1,2,32,-1,-1,-1,-1,-1,-1,0,254137,198806
27300,27301,150000,1,2,1,48,0,0,0,0,0,0,0,567961,21230
27301,27302,30000,1,2,2,30,0,0,0,0,-1,0,0,138800,35914
27302,27303,500000,1,1,1,31,0,0,0,0,0,0,0,2118528,110035
27303,27304,120000,1,1,2,31,0,0,0,0,0,0,0,414581,35000
27304,27305,200000,1,1,2,31,-2,-2,-2,-2,-1,0,0,152539,144482
27305,27306,340000,1,3,1,44,0,0,0,0,0,0,0,664371,23733
27306,27307,20000,1,2,2,44,0,-1,-1,0,0,0,0,99181,24486
27307,27308,20000,1,2,1,37,0,0,0,0,0,0,0,44933,4381
27308,27309,20000,1,3,2,33,1,2,2,2,2,2,0,106140,6000
27309,27310,220000,1,1,2,34,0,0,-1,-1,-1,0,0,265883,139225
27310,27311,20000,1,2,1,34,0,0,0,0,0,0,0,17983,6100
27311,27312,280000,1,2,1,30,-1,3,2,-1,-1,-1,0,4487,3385
27312,27313,400000,1,1,1,49,-1,-1,-1,-1,-2,-2,0,146490,107680
27313,27314,310000,1,1,2,45,0,0,0,0,0,0,0,1760044,78560
27314,27315,30000,1,1,1,37,0,0,0,0,0,0,1,176028,9405
27315,27316,80000,1,2,2,38,0,0,0,0,0,0,0,369220,21588
27316,27317,10000,1,5,2,44,0,0,0,0,0,0,0,53800,3714
27318,27319,390000,1,1,2,37,-2,-2,-2,-2,-2,-2,0,4792,5282
27319,27320,340000,1,3,1,43,0,0,2,2,0,0,0,1667989,90427
27320,27321,180000,1,1,1,41,1,2,2,2,2,0,1,710563,26100
27321,27322,100000,1,1,1,31,0,0,0,0,0,0,1,187539,34841
27322,27323,360000,1,2,2,37,-2,-2,-2,-2,-2,-2,0,30059,47798
27323,27324,50000,1,3,2,44,0,0,0,2,0,0,0,240515,9099
27324,27325,360000,1,2,2,33,0,0,-1,-1,0,0,0,302618,162302
27325,27326,50000,1,2,2,39,0,0,0,0,0,0,0,119492,8910
27326,27327,150000,1,2,1,35,0,0,0,0,0,0,0,798940,66364
27327,27328,20000,1,3,1,30,0,0,0,0,-1,0,0,66251,52300
27328,27329,150000,1,1,1,44,0,0,0,0,0,0,1,805176,43038
27329,27330,50000,1,3,1,42,0,0,0,0,0,0,0,286967,11638
27330,27331,500000,1,2,1,40,-1,-1,0,0,0,-1,0,37150,21282
27331,27332,280000,1,2,1,39,-2,-2,-2,-2,-2,-2,0,24414,26186
27332,27333,270000,1,2,1,49,0,0,0,2,0,0,0,897700,38107
27333,27334,110000,1,2,2,42,0,0,2,2,0,0,0,392345,63950
27334,27335,280000,1,2,2,31,0,0,0,0,0,0,0,727945,24864
27335,27336,200000,1,2,1,33,-1,-1,-1,-1,0,0,0,52507,31707
27336,27337,30000,1,2,2,37,2,2,2,0,0,0,1,127975,9425
27337,27338,130000,1,3,1,44,0,0,0,0,0,0,0,705672,39835
27338,27339,440000,1,1,2,33,-1,-1,-1,-1,0,-1,0,62550,60157
27339,27340,170000,1,2,1,37,1,2,0,0,0,0,0,490318,25000
27340,27341,50000,1,1,2,38,0,0,0,0,0,0,0,233778,18381
27341,27342,120000,1,3,1,40,-1,-1,0,0,0,0,0,353485,83308
27342,27343,500000,1,1,2,37,0,0,0,0,0,0,0,203322,6832
27343,27344,120000,1,1,2,31,-1,-1,-1,-1,-1,-2,0,32205,16610
27344,27345,180000,1,2,1,33,0,0,0,0,0,0,0,455917,33178
27345,27346,350000,1,1,2,33,-2,-2,-2,-2,-2,-2,1,13699,12048
27346,27347,20000,1,2,2,30,0,0,-1,0,0,0,0,79920,23500
27347,27348,160000,1,2,1,39,0,0,0,0,0,2,1,102322,6448
27348,27349,290000,1,1,1,37,-2,-2,-2,-2,-2,-2,0,18609,22679
27349,27350,180000,1,2,2,30,-1,-1,-1,2,-1,-1,0,20185,27076
27350,27351,200000,1,1,2,32,-1,-1,-1,-2,-2,-2,1,3307,2182
27351,27352,210000,1,2,1,39,-1,-1,-1,-1,-1,-1,0,8658,8658
27352,27353,70000,1,2,2,30,1,-1,0,0,0,0,0,72560,24529
27353,27354,280000,1,2,2,38,2,2,2,2,0,0,1,1005276,32212
27354,27355,120000,1,3,2,31,1,-2,-2,-2,-2,-2,1,-11744,3
27355,27356,260000,1,1,2,45,-1,-1,-2,-1,0,-1,0,11705,11122
27356,27357,340000,1,1,2,31,0,0,0,0,0,0,0,1991286,76000
27357,27358,260000,1,1,2,29,0,0,0,0,0,0,0,299445,31000
27358,27359,140000,1,1,2,29,0,0,0,0,0,0,0,212669,10117
27359,27360,140000,1,2,1,36,1,-1,0,0,0,0,0,205370,97000
27360,27361,200000,1,2,1,38,1,2,2,2,0,0,0,1152374,38600
27361,27362,50000,1,2,2,43,0,0,0,0,0,0,1,129060,6848
27362,27363,130000,1,2,2,27,0,0,0,-2,-2,-2,0,34310,1400
27363,27364,130000,1,1,2,27,0,0,0,-2,-2,-2,0,119504,2000
27364,27365,50000,1,2,2,28,0,0,0,2,0,0,0,172648,8191
27365,27366,20000,1,3,1,28,0,0,0,2,0,0,0,111191,14157
27366,27367,390000,1,1,2,28,0,0,0,0,0,0,0,127053,40000
27367,27368,50000,1,2,2,28,2,2,2,2,2,0,0,278273,11611
27368,27369,30000,1,2,2,29,1,2,0,0,0,0,0,149905,6425
27369,27370,240000,1,2,1,33,-2,-1,0,0,0,0,0,452365,144691
27370,27371,180000,1,1,2,31,-1,-1,-1,-1,-1,-1,0,40341,40307
27371,27372,420000,1,1,2,31,-2,-2,-2,-2,-2,-2,0,168668,146190
27372,27373,120000,1,1,2,33,2,0,0,0,0,0,1,327728,13500
27373,27374,450000,1,1,2,34,-1,-1,-1,-1,-1,-1,0,24989,12282
27374,27375,20000,1,1,2,34,0,0,0,-2,-2,-2,1,22269,1000
27375,27376,360000,1,2,1,35,-2,-2,-2,-2,-2,-2,1,4407,4452
27376,27377,350000,1,2,2,40,0,0,0,0,-1,-1,0,88874,4169
27377,27378,180000,1,3,2,44,0,0,0,0,0,0,0,866846,52018
27378,27379,410000,1,2,1,41,0,0,0,0,-1,0,0,1626819,53899
27379,27380,50000,1,3,1,36,0,0,0,0,0,0,0,229255,10733
27380,27381,430000,1,3,1,36,0,0,0,0,0,0,0,233458,24500
27382,27383,180000,1,1,2,35,0,0,0,0,0,0,0,225890,15033
27383,27384,200000,1,1,1,35,0,0,0,0,-1,0,0,407401,278960
27384,27385,160000,1,2,1,35,2,2,2,0,0,0,1,887860,27900
27385,27386,100000,1,2,1,47,0,0,0,0,0,0,0,460423,18281
27386,27387,140000,1,2,2,44,2,0,0,0,0,0,1,528738,20307
27387,27388,120000,1,2,1,43,-1,-1,-2,-1,-1,-1,0,16961,13006
27388,27389,360000,1,1,2,37,1,-1,-1,-1,-1,-1,0,4305,4712
27389,27390,120000,1,1,1,41,0,0,0,0,0,-1,1,408145,121500
27390,27391,310000,1,1,1,37,-1,-1,-1,-1,-1,-1,0,89877,51835
27391,27392,180000,1,1,1,44,-2,-2,-2,-2,-2,-2,0,90134,92194
27392,27393,160000,1,2,1,46,0,0,0,0,0,0,0,669154,25955
27393,27394,50000,1,2,1,48,2,0,0,0,0,0,1,239541,18508
27394,27395,300000,1,2,1,40,0,0,0,0,0,0,0,192581,22000
27395,27396,500000,1,3,1,43,0,0,0,0,0,0,0,261627,23079
27396,27397,230000,1,2,1,39,1,-1,2,0,0,-1,0,26584,25066
27397,27398,300000,1,3,1,45,-1,-1,-1,2,-1,0,0,3956,1950
27398,27399,180000,1,2,2,41,-2,-2,-2,-2,-2,-2,0,1810,1810
27399,27400,280000,1,2,1,45,-1,-1,-1,-1,-1,-1,0,7242,7242
27400,27401,20000,1,3,2,47,-1,0,0,-2,-2,-1,0,12631,7004
27401,27402,360000,1,1,1,37,-1,-1,-1,0,0,0,0,64523,34658
27403,27404,250000,1,1,1,35,0,0,0,0,-1,0,0,319705,48000
27404,27405,120000,1,1,1,45,0,0,0,0,0,0,0,711300,32400
27406,27407,50000,1,3,1,47,0,0,0,2,0,0,0,87498,8000
27407,27408,470000,1,3,2,31,-1,-1,2,-1,-1,-1,0,27357,17485
27408,27409,80000,1,2,1,45,-1,-1,-1,-1,-1,-1,0,132123,115736
27409,27410,110000,1,2,2,29,0,0,0,0,0,0,0,178577,13202
27410,27411,280000,1,2,2,30,0,0,0,0,0,0,0,1298076,49229
27411,27412,200000,1,1,1,37,-2,-2,-2,-2,-2,-2,0,11461,9502
27412,27413,170000,1,3,1,45,-1,0,0,0,0,0,0,221969,24000
27413,27414,60000,1,2,1,41,1,-1,0,0,0,0,0,174957,78363
27414,27415,180000,1,2,1,36,0,0,0,0,0,0,0,1096733,41411
27415,27416,300000,1,2,1,43,-2,-2,-2,-2,-2,-2,1,0,0
27416,27417,150000,1,2,1,40,0,0,0,0,0,-2,1,588202,14114
27417,27418,210000,1,1,2,39,-2,-2,-2,-2,-2,-2,0,36050,21900
27418,27419,50000,1,3,2,37,-1,0,0,0,0,0,0,211381,54513
27419,27420,50000,1,1,1,45,-1,-1,-1,-1,-1,-1,1,2340,2340
27420,27421,300000,1,2,1,35,-2,-2,-2,-2,-2,-2,0,0,0
27421,27422,80000,1,2,1,43,0,0,0,0,0,0,0,349521,13500
27422,27423,170000,1,2,2,31,0,-1,0,0,0,0,0,860882,195644
27423,27424,50000,1,3,1,44,0,0,0,0,0,0,0,91266,5032
27424,27425,140000,1,2,1,40,0,0,0,0,0,0,1,762580,26062
27425,27426,350000,1,2,1,36,0,0,-1,0,-1,-1,1,148000,84598
27426,27427,20000,1,2,1,45,-1,-1,-1,-1,-2,-2,0,-17982,4283
27427,27428,170000,1,1,2,32,2,2,-2,-2,-2,-1,1,8368,6271
27428,27429,20000,1,3,2,40,0,0,0,0,0,-1,1,91250,6154
27429,27430,240000,1,2,1,44,0,0,0,0,0,0,0,116915,7100
27430,27431,50000,1,2,1,40,0,0,0,0,0,0,1,184858,8618
27431,27432,230000,1,2,1,41,0,0,0,0,0,0,1,1425846,44736
27432,27433,100000,1,1,1,35,1,2,-1,-1,0,0,0,36374,15820
27433,27434,300000,1,1,2,45,-1,-1,-1,0,0,0,0,157521,48382
27434,27435,90000,1,2,1,42,0,0,0,0,-2,-2,1,270155,9500
27435,27436,210000,1,1,2,32,0,0,0,0,0,0,0,775727,69500
27436,27437,50000,1,2,2,44,0,0,0,0,0,0,0,49167,5200
27437,27438,400000,1,2,1,46,0,0,0,0,0,0,0,729980,156000
27438,27439,300000,1,1,1,37,-2,-2,-2,-1,-1,-2,0,134863,269495
27439,27440,150000,1,1,2,32,2,2,2,2,2,2,0,785180,32600
27440,27441,500000,1,1,1,35,2,0,0,-1,0,0,1,2658143,586182
27441,27442,300000,1,2,2,38,1,-1,3,2,-1,-1,1,2730,2880
27442,27443,300000,1,1,1,45,1,-2,-2,-2,-2,-2,0,0,0
27443,27444,150000,1,1,2,33,-1,2,-1,-1,0,-1,0,28626,66746
27444,27445,410000,1,1,2,32,0,0,0,0,0,0,0,1009553,40000
27445,27446,80000,1,1,2,33,0,0,0,0,0,0,0,403209,15720
27446,27447,50000,1,3,2,33,0,0,-1,0,-1,0,0,107210,49246
27447,27448,140000,1,3,2,33,-2,-2,-2,-2,-2,-2,0,14120,14396
27448,27449,150000,1,2,1,33,2,-1,-1,-2,-2,-2,1,2566,1550
27449,27450,20000,1,1,1,33,0,0,0,0,0,0,0,118715,6004
27450,27451,200000,1,1,2,33,-1,-1,-1,0,-1,-1,0,41683,29717
27451,27452,110000,1,2,2,42,0,0,0,0,0,0,0,446617,32300
27452,27453,230000,1,2,2,41,2,0,0,0,0,0,1,1345795,57000
27453,27454,50000,1,2,1,49,1,2,2,2,2,2,1,111505,6000
27454,27455,50000,1,2,2,49,1,2,0,0,0,0,0,216777,9200
27455,27456,50000,1,1,1,49,-1,-1,-1,2,-1,0,0,69431,37735
27456,27457,310000,1,1,1,50,-1,-1,-1,-1,-1,-1,0,4666,6347
27457,27458,10000,1,2,1,49,1,-1,-1,-1,-1,-2,1,1540,1580
27458,27459,100000,1,3,1,50,2,3,2,2,3,2,0,412518,17000
27459,27460,700000,1,2,1,50,-2,-2,-2,-2,-2,-2,0,17069,15686
27460,27461,330000,1,1,1,50,-2,-2,-2,-2,-2,-2,0,1063,1180
27461,27462,300000,1,2,1,46,-1,-1,-1,-2,-1,0,0,30329,29877
27462,27463,500000,1,3,1,49,0,0,0,0,0,0,0,1089787,60283
27463,27464,10000,1,3,1,51,1,-1,2,2,0,0,0,3680,1950
27464,27465,70000,1,3,1,50,0,0,0,0,0,0,0,305318,37473
27465,27466,110000,1,2,1,50,1,-1,0,0,0,0,0,187280,75000
27466,27467,250000,1,2,1,50,0,0,0,0,-2,-1,0,542875,16200
27467,27468,550000,1,3,1,50,2,2,2,0,0,2,1,2973797,124432
27468,27469,390000,1,1,2,47,-1,-1,-2,-1,-1,-1,0,9881,8983
27470,27471,20000,1,2,1,47,2,0,0,0,0,0,1,110924,5631
27471,27472,360000,1,2,1,50,0,0,0,-1,0,0,0,497888,61791
27472,27473,60000,1,2,1,50,-1,-1,-1,-1,0,0,0,76674,53663
27473,27474,150000,1,2,1,51,2,2,0,0,2,2,1,126333,12087
27474,27475,360000,1,3,1,49,0,0,0,0,0,0,0,796682,28271
27475,27476,50000,1,1,2,49,0,0,0,0,0,0,0,178976,7304
27476,27477,170000,1,1,1,50,1,2,2,2,2,2,0,954022,39100
27477,27478,300000,1,2,1,51,1,2,0,0,0,2,0,1227113,49500
27478,27479,150000,1,3,2,51,-1,-1,-1,-1,-1,-1,0,21031,21804
27479,27480,300000,1,3,1,51,-2,-2,-2,-2,-2,-2,0,5757,4589
27480,27481,500000,1,1,1,57,-2,-2,-2,-2,-2,-2,0,118138,109451
27481,27482,160000,1,2,2,57,-2,-2,-2,-2,-2,-1,1,595,601
27482,27483,50000,1,1,2,54,2,0,0,0,0,0,0,58872,8508
27483,27484,10000,1,3,2,56,2,2,0,0,0,0,0,46573,9500
27484,27485,100000,1,3,1,54,2,2,2,3,2,2,1,514356,21320
27485,27486,300000,1,1,1,58,2,2,2,2,2,2,1,957714,45000
27486,27487,30000,1,2,1,57,0,0,0,0,0,0,1,164575,7290
27487,27488,90000,1,1,2,52,0,0,0,0,0,0,0,374449,18618
27488,27489,30000,1,3,2,53,0,0,0,0,0,0,0,170148,7808
27489,27490,140000,1,3,1,53,0,0,0,0,0,0,0,606007,22904
27490,27491,50000,1,1,2,53,0,0,0,0,0,0,0,236856,7127
27491,27492,100000,1,5,1,53,0,0,0,0,0,0,0,960756,15562
27492,27493,30000,1,2,1,49,0,0,0,0,0,0,0,175791,17000
27493,27494,160000,1,3,1,51,0,0,0,-2,-1,-1,1,2821,9306
27494,27495,10000,1,3,1,57,0,0,0,2,2,0,0,51894,5793
27495,27496,170000,1,2,1,57,-1,-1,-1,-1,0,-1,1,168,4980
27496,27497,50000,1,1,1,48,0,0,0,0,0,0,0,196832,6354
27497,27498,500000,1,3,1,53,-1,2,2,-2,-1,-1,0,9842,4332
27498,27499,500000,1,3,1,55,2,0,0,0,0,0,1,1823413,160800
27499,27500,20000,1,2,1,59,3,2,3,3,2,2,1,47048,4000
27500,27501,20000,1,2,1,52,0,0,0,0,0,0,0,86379,4244
27502,27503,500000,1,1,1,58,1,2,0,0,-1,-1,0,257375,9336
27503,27504,20000,1,3,2,62,0,0,0,0,0,0,0,108761,5997
27504,27505,190000,1,2,2,56,0,0,0,0,0,0,0,461723,15646
27505,27506,160000,1,2,2,59,0,0,0,0,0,0,0,467192,21728
27506,27507,170000,1,1,2,51,0,0,0,0,0,0,1,1032597,33645
27507,27508,80000,1,2,1,54,0,0,0,0,0,0,1,415990,17414
27508,27509,180000,1,2,1,57,0,0,0,0,0,0,0,921947,41000
27509,27510,50000,1,3,2,51,2,2,0,0,0,0,1,183006,5123
27510,27511,70000,1,2,2,62,6,5,4,3,2,0,0,552435,4661
27511,27512,20000,1,2,1,55,0,0,2,0,0,2,1,78433,10617
27512,27513,330000,1,2,1,48,-1,-1,-1,-1,0,0,0,147716,204278
27513,27514,330000,1,3,1,57,-2,-2,-2,-2,-2,-2,0,5294,2150
27514,27515,320000,1,1,1,51,-2,-2,-2,-2,-2,-2,0,21417,21799
27515,27516,140000,1,3,1,59,-1,-1,-1,-1,-1,-1,0,11402,10845
27516,27517,20000,1,2,1,55,0,0,0,0,0,0,0,117597,6569
27517,27518,70000,1,3,1,53,-1,-1,-1,2,0,0,0,4872,4422
27518,27519,240000,1,2,2,67,0,0,0,0,0,0,0,2853016,162081
27519,27520,460000,1,2,1,52,0,0,0,0,0,0,0,1016121,43154
27520,27521,80000,1,1,2,56,0,0,0,0,0,0,1,364940,22884
27521,27522,20000,1,2,2,56,0,0,2,2,2,0,0,95979,7500
27522,27523,200000,1,3,1,54,0,0,0,2,0,0,1,27113,13790
27523,27524,200000,1,2,1,51,2,-1,-1,-1,-1,-1,1,3989,10286
27524,27525,420000,1,3,1,53,-1,-1,-2,-2,-2,-2,0,-11048,5
27525,27526,130000,1,2,2,54,0,0,0,0,-2,-2,0,92526,3619
27527,27528,110000,1,2,1,51,0,0,0,0,0,0,1,368770,59541
27528,27529,360000,1,2,1,51,-1,-1,-1,-1,0,0,0,104810,65874
27529,27530,50000,1,2,1,56,1,2,2,0,0,0,0,224474,7328
27530,27531,70000,1,3,1,54,0,0,0,0,0,0,0,358922,25991
27531,27532,420000,1,3,1,59,0,0,0,0,0,0,0,132663,17115
27532,27533,50000,1,3,1,57,0,0,0,0,0,0,0,174013,6531
27533,27534,450000,1,2,1,55,2,2,-2,-2,-2,-2,1,2500,0
27534,27535,50000,1,2,1,56,0,0,0,-1,0,0,0,94997,6068
27535,27536,20000,1,3,1,53,3,4,3,2,3,2,1,88834,3430
27536,27537,250000,1,1,1,51,3,2,2,2,2,2,1,14922,0
27538,27539,240000,1,3,1,57,0,0,0,0,0,0,0,1193604,40590
27539,27540,50000,1,3,1,52,0,0,0,0,0,-1,1,177568,9045
27540,27541,180000,1,3,1,65,0,-1,0,0,0,0,1,1021742,200697
27541,27542,250000,1,1,1,71,0,0,0,0,0,0,0,976134,35104
27542,27543,30000,1,3,2,52,0,0,0,2,2,0,0,200458,9990
27543,27544,50000,1,3,1,55,0,0,0,0,0,2,1,243316,18272
27544,27545,20000,1,2,1,62,1,2,2,0,0,0,0,112014,5057
27545,27546,260000,1,3,1,52,0,0,0,0,0,0,1,856306,28520
27546,27547,130000,1,3,1,54,-1,-1,-1,-2,-1,-1,0,3270,3383
27547,27548,490000,1,2,1,51,1,-2,-1,2,0,0,1,60738,38609
27548,27549,150000,1,3,1,52,2,2,2,2,2,-2,1,785786,122311
27549,27550,30000,1,3,1,53,1,2,2,2,2,2,1,124728,7903
27550,27551,50000,1,2,2,54,1,-2,-2,-2,-2,-2,1,0,0
27551,27552,330000,1,3,1,53,0,0,0,0,0,0,0,736344,14750
27552,27553,330000,1,2,1,52,0,0,0,0,0,0,0,1064672,39396
27553,27554,140000,1,3,1,56,2,0,0,0,0,0,1,558840,20864
27554,27555,40000,1,2,1,55,1,-2,-2,-2,-2,-2,1,-6750,0
27555,27556,360000,1,3,2,54,-2,-2,-2,-2,-2,-2,0,2340,98652
27556,27557,80000,1,2,2,59,2,2,2,2,2,0,1,161872,13528
27557,27558,730000,1,3,1,56,0,0,0,0,0,0,0,1663959,49000
27558,27559,180000,1,1,1,63,0,0,0,0,0,0,0,787217,30218
27559,27560,190000,1,3,1,64,0,0,0,2,0,0,0,420342,19700
27560,27561,50000,1,3,2,57,-1,-1,-1,-1,-1,-1,0,3676,3826
27561,27562,230000,1,1,1,56,0,0,0,0,0,0,0,235075,9965
27562,27563,20000,1,3,1,53,0,0,0,0,0,0,0,115029,6046
27563,27564,130000,1,2,2,56,0,0,0,0,0,0,0,654216,30000
27565,27566,360000,1,1,1,57,1,-2,-1,-1,-1,-2,0,1014,1106
27566,27567,100000,1,2,1,52,1,2,2,2,2,2,0,103085,5600
27567,27568,180000,1,3,2,55,0,0,0,0,0,0,0,1005228,34059
27568,27569,210000,1,2,1,53,1,-1,2,-1,-1,-1,0,8488,8251
27569,27570,340000,1,2,1,53,0,0,0,0,0,0,1,1847163,86604
27570,27571,20000,1,1,1,52,0,0,-1,-1,-1,0,0,43497,13560
27571,27572,20000,1,2,1,52,-2,-2,-2,-2,-2,-2,0,11499,11709
27572,27573,500000,1,1,1,54,0,0,0,0,0,0,0,2927318,109915
27573,27574,360000,1,1,1,53,-2,-2,-2,-2,-2,-2,0,14671,15028
27574,27575,50000,1,3,1,54,0,0,0,0,0,0,0,228260,12300
27575,27576,530000,1,2,1,54,-2,-2,-2,-2,-1,0,0,296256,176800
